striker,NCBPI,n_balls,confidence,CWBPI,CWBPI_normalized
M Morkel,1.393222169123136,104,0.0399385560675883,0.9826197932363572,0.8092733121260465
Urvil Patel,2.175561624677843,34,0.0134175217048145,0.9817742427930995,0.8085769274078728
Sikandar Raza,1.255944162411332,143,0.0541051835035944,0.981251173372489,0.808146134007004
JD Unadkat,1.1781492294534843,198,0.0733876945885841,0.981141728476819,0.8080559965664357
KV Sharma,1.1019480309188143,310,0.1103202846975089,0.9805874468268684,0.8075994971657581
JG Bethell,1.940092921240646,39,0.0153603781016148,0.9805082551898594,0.8075342759287994
Azhar Mahmood,1.1004495411357904,311,0.1106367840626111,0.9804648321920664,0.8074985132935582
S Badrinath,1.004883778373026,1468,0.3699596774193548,0.9800948141759752,0.8071937711058986
CJ Anderson,1.0633487722239432,436,0.1485013623978201,0.980063658272584,0.8071681114954335
Arshad Khan,1.381681760139098,90,0.0347490347490347,0.979999302861462,0.8071151091876535
CR Brathwaite,1.2716268484611368,123,0.0468928707586732,0.979892084772927,0.8070268057174549
OA Shah,1.0654382158316758,405,0.1394148020654044,0.979466200829775,0.806676053054392
Y Venugopal Rao,1.0124306435988235,1050,0.2957746478873239,0.9794081723316712,0.806628261512657
BJ Rohrer,1.215887798735596,146,0.055177626606198,0.9793524015926172,0.8065823294328998
AM Nayar,1.0242958608833994,762,0.2335990190067443,0.9792643415057688,0.8065098042521123
TK Curran,1.2554113471315154,124,0.0472560975609756,0.9792369828669876,0.8064872720210559
DL Chahar,1.3617537686986927,89,0.0343762070297412,0.9791591044468334,0.8064231323329943
GJ Bailey,1.0357453994391352,592,0.1914618369987063,0.9789806314575148,0.8062761442220433
NV Ojha,1.0005268020218854,1538,0.3808816245666171,0.9788650464359404,0.8061809498509492
SA Asnodkar,1.052179620514798,450,0.1525423728813559,0.978755140756043,0.8060904329142823
LJ Wright,1.4883421497508096,63,0.0245805696449473,0.9783895401611272,0.8057893288591846
JO Holder,1.1229261670808486,222,0.0815576781778104,0.978374887983327,0.8057772615096972
Avesh Khan,1.780425076593678,39,0.0153603781016148,0.978055696725412,0.8055143796012799
MF Maharoof,1.182853385001589,145,0.054820415879017,0.9774520139220788,0.8050171940315511
S Sohal,1.0462783157732498,413,0.1417782354960521,0.976985849781332,0.8046332671039914
Anmolpreet Singh,1.2119485137320116,117,0.0447076805502483,0.9765551440983236,0.8042785433165826
KC Sangakkara,0.9917221247616697,1774,0.415067852129153,0.9764066179985658,0.8041562190875008
Vivrant Sharma,1.5199543883645088,49,0.0192232247940368,0.97619639114497,0.8039830788930142
Shahid Afridi,1.5442228947272214,46,0.0180675569520816,0.9759941434234564,0.8038165102114286
KA Jamieson,1.3145818831980811,77,0.0298797050834303,0.9759680407469618,0.8037950123751266
AP Tare,1.0660805441691146,285,0.1023339317773788,0.9758275731012084,0.8036793249874841
PN Mankad,1.318678393013049,75,0.029126213592233,0.9758243555241344,0.8036766750314445
Azmatullah Omarzai,1.2914603999254328,77,0.0298797050834303,0.9752771776456834,0.8032260262076938
KS Bharat,1.1105278776845298,168,0.0629685157421289,0.9746684855508504,0.8027247150484426
TM Dilshan,0.9902303695524204,1463,0.3691647741609891,0.9746540163143728,0.8027127983671293
AD Hales,1.1583683763933263,119,0.0454371897670866,0.9743003714354616,0.8024215408894733
C Bosch,1.6445291926593977,32,0.0126382306477093,0.97411997241855,0.802272966526403
Harpreet Brar,1.0742458739678045,214,0.0788504053058216,0.9741103364140672,0.8022650304342165
N Jagadeesan,1.111276212321216,155,0.0583804143126177,0.974046948741415,0.8022128251436774
P Negi,1.0434374367739871,304,0.108416547788873,0.9739842427881455,0.8021611813086543
D Pretorius,1.7235607510001352,28,0.0110759493670886,0.9739345478744746,0.8021202532023216
Sunny Singh,1.40871363758175,48,0.0188383045525902,0.9738873981956796,0.802081421319444
LA Pomersbach,1.0426558085407729,300,0.1071428571428571,0.9738012780574644,0.8020104938559695
AC Blizzard,1.1994585038919623,91,0.0351215746815901,0.973754365053198,0.8019718568952591
Umar Gul,2.040980013742282,19,0.0075426756649464,0.973650439166245,0.8018862648409071
LA Carseldine,1.1145980977551984,142,0.0537471612414837,0.9735502520363004,0.8018037519798383
DB Ravi Teja,1.0204145612706854,426,0.1455912508544087,0.9735281746753178,0.8017855693428018
MN van Wyk,1.047034516489423,270,0.0974729241877256,0.9734823665887408,0.8017478423784138
UT Khawaja,1.15968121751871,105,0.0403071017274472,0.9733640552161738,0.8016504026189071
SP Fleming,1.0876123872842185,171,0.0640209659303631,0.9733540075717968,0.8016421275052772
Misbah-ul-Haq,1.211067878720864,82,0.0317583268783888,0.9733363292229972,0.8016275678393876
PD Collingwood,1.0926543340638462,159,0.0597969161338849,0.9731398552519064,0.8014657543460857
AS Raut,1.051994413724885,237,0.0865911582024114,0.9730250318054314,0.8013711871986721
K Rabada,1.055656787469217,220,0.0808823529411764,0.9728276945742262,0.8012086627351894
MS Gony,1.1921667900950303,83,0.0321331784746418,0.9728210141604936,0.8012031608303988
Aman Hakim Khan,1.1385959814358522,109,0.0417784591797623,0.9727687995305389,0.8011601575174024
S Vidyut,1.1283314332017504,115,0.0439770554493307,0.9726978779414414,0.8011017473879656
SS Prabhudessai,1.128068429625604,113,0.0432453119020283,0.9725673817628632,0.8009942723753669
AUK Pathan,1.5024655990574658,33,0.0130280300039478,0.9725338337021572,0.800966642614202
HV Patel,1.042588698894405,244,0.0889212827988338,0.9723901160819616,0.8008482785884546
C Munro,1.0640108028069584,181,0.0675121223424095,0.9721867927291038,0.8006808240304125
AC Voges,1.0876072521901,143,0.0541051835035944,0.9721432739545413,0.8006449825146276
B Chipli,1.0247903602345847,306,0.1090520313613685,0.9720002445582504,0.8005271853014385
LH Ferguson,1.297390174091334,49,0.0192232247940368,0.9719179892228886,0.8004594408410212
AP Dole,1.653311560917899,23,0.0091161315893777,0.9718085619896074,0.8003693179469742
SM Pollock,1.104947569988616,116,0.0443425076452599,0.9717204717573956,0.8002967679388442
Akash Deep,2.067919152562362,14,0.005568814638027,0.971677686608807,0.8002615306281912
PHKD Mendis,1.182024183523318,72,0.0279937791601866,0.971598980253634,0.8001967090632536
R Bhatia,1.0205406224307023,309,0.11000355998576,0.9715891378888412,0.8001886030153091
MJ Santner,1.0829303641489654,132,0.0501519756838905,0.9714261565601564,0.8000543736413567
RS Bopara,0.9930545388527874,592,0.1914618369987063,0.970806960866597,0.7995444118502039
LR Shukla,0.9992722447558025,454,0.1536899119837508,0.9707232346370354,0.7994754559798097
MW Short,1.0983492275832918,99,0.0380915736821854,0.9705976950863462,0.7993720631836455
GD Phillips,1.1982794407999842,55,0.0215264187866927,0.9705488083141554,0.7993318006524789
MM Patel,1.1563566553377267,67,0.0261005064277366,0.9705191787714436,0.7993073981334862
R Sathish,1.022348886581821,236,0.0862573099415204,0.9704390253040852,0.7992413847451401
AN Ahmed,1.422787588762978,27,0.0106846062524732,0.9704242583677356,0.7992292228819536
MG Bracewell,1.2169389005348377,49,0.0192232247940368,0.9703714563063456,0.79918573576781
R Dhawan,1.0341771427678474,188,0.0699404761904761,0.970339337365708,0.7991592830119724
MS Bisla,0.98504091470129,787,0.2394280498935199,0.9702081033978044,0.7990512003653578
Umran Malik,1.690572963070372,16,0.0063593004769475,0.9701494449156574,0.7990028899766825
MD Mishra,1.023849734883855,213,0.0785108735716918,0.970116781986336,0.7989759891986017
TR Birt,1.153969847885154,59,0.0230558812035951,0.9698831797670544,0.7987835973467182
Ankit Sharma,1.1244358569971185,69,0.026858699883223,0.9698065045276252,0.7987204485831801
